agency_id,division_id,department_id,unit_id,long_name,short_name,active
BCE,5660,5660,5660,BARDSDALE CEMETERY,BARDSDALE CMTRY,true
BEA,5665,5665,5665,BEACON OPERATIONS,BEACON OPS,true
BEA,5668,5668,5668,BEACON GRANTS,BEACON GRANTS,true
BEL,5670,5670,5670,BELL CANYON COMMUNITY SERVICE,BALL CAN COMM,true
BNY,5300,5301,5301,LEASE REVENUE BONDS 2013A,LRB 2013A,true
BNY,5300,5302,5302,LEASE REVENUE BONDS 2013B,LRB 2013B,true
BOS,1000,1001,1001,BOS DISTRICT 1,BOS DISTRICT 1,true
BOS,1000,1002,1002,BOS DISTRICT 2,BOS DISTRICT 2,true
BOS,1000,1003,1003,BOS DISTRICT 3,BOS DISTRICT 3,true
BOS,1000,1004,1004,BOS DISTRICT 4,BOS DISTRICT 4,true
BOS,1000,1005,1005,BOS DISTRICT 5,BOS DISTRICT 5,true
BPL,5675,5675,5675,BLANCHARD SP PUBLIC LIBRARY,BLNCHD PUB LBRY,true
CAL,5685,5685,5685,CALLEGUAS MUNICIPAL WATER DISTRICT,CALLE MUNI WTR,true
CAL,5686,5686,5686,CALLEGUAS MUNICIPAL WATER DISTRICT STAND BY CHARGE,CALLE STANDBY,true
CAL,5687,5687,5687,CALLEGUAS MUNICIPAL WATER ANNEX 16,CALLE ANX 16,true
CAM,5695,5695,5695,CAMROSA WATER DISTRICT,CAMROSA WTR DIS,true
CAM,5696,5696,5696,CAMROSA WATER DEBT SERVICE,CAMROSA WTR DBT,true
CAS,5705,5705,5705,CASITAS MUNICIPAL WATER GEN,CASITAS MUNI,true
CBW,5782,5782,5782,CUYAMA BASIN WATER DISTRICT,CUYAMA WTR DIST,true
CBW,5783,5783,5783,CUYAMA BASIN WATER DISTRICT DIRECT ASSESSMENTS,CBW DIRECT ASMT,true
CCD,6050,6050,6050,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,VCCCD,true
CCR,1900,1901,1901,CLERK AND RECORDER,CLERK RECORDER,true
CCR,1920,1921,1921,ELECTIONS,ELECTIONS,true
